P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
geraniifolium	alpestre-1_5	cardinale	0.0609333	1.10869	0.267564	0.00374078	185.442	56.2092	49.7526
geyeri	alpestre-1_5	cardinale	0.168213	3.24645	0.00116852	0.0123471	164.202	76.3268	54.3459
glaucescens	alpestre-1_5	cardinale	0.182418	3.49753	0.000469583	0.0149573	150.276	84.9962	58.7705
glaucum-1_2	alpestre-1_5	cardinale	0.0414284	0.728199	0.466492	0.00341733	131.819	72.5556	66.783
glaucum-3_4	alpestre-1_5	cardinale	0.0448036	0.842301	0.39962	0.00321474	146.31	67.4488	61.6641
gypsophilum	cardinale	alpestre-1_5	0.326831	7.91099	2.55351e-15	0.113845	293.673	142.364	72.2283
hesperium	cardinale	alpestre-1_5	0.055532	1.12099	0.262294	0.0186256	186.295	95.0052	85.0087
cardinale	alpestre-1_5	lineapetalum	0.101343	2.13521	0.032744	0.0171774	154.782	108.713	88.7057
cardinale	alpestre-1_5	multiplex	0.247286	5.78751	7.14375e-09	0.0561683	136.326	125.768	75.8984
novomexicanum	alpestre-1_5	cardinale	0.107626	1.92345	0.054424	0.00603809	222.987	54.5126	43.9188
alpestre-1_5	cardinale	nudicaule	0.0195374	0.396809	0.691508	0.00378042	353.326	83.8021	80.5903
cardinale	alpestre-1_5	nuttallianum-14	0.216622	4.34082	1.4195e-05	0.0387431	143.702	97.1745	62.5703
cardinale	alpestre-1_5	nuttallianum-7_9	0.206617	4.44709	8.70416e-06	0.0547964	178.632	105.057	69.0777
occidentale	alpestre-1_5	cardinale	0.119133	2.24095	0.0250295	0.00908945	155.867	74.7769	58.8568
parryi	cardinale	alpestre-1_5	0.0770341	1.56044	0.118656	0.0232641	311.195	87.917	75.3406
alpestre-1_5	cardinale	patens	0.0180694	0.332807	0.73928	0.00300613	579.412	54.1901	52.2665
alpestre-1_5	ramosum-1_5	cardinale	0.00773681	0.150125	0.880666	0.000319503	451.51	37.1988	36.6276
ramosum-3	alpestre-1_5	cardinale	0.0309578	0.513608	0.607526	0.00171814	227.265	48.3342	45.4314
ramosum-4_10	alpestre-1_5	cardinale	0.0395143	0.733892	0.463015	0.0020162	212.4	47.0974	43.5168
sapellonis	alpestre-1_5	cardinale	0.0420696	0.767572	0.442741	0.0023389	236.563	51.5614	47.3982
cardinale	alpestre-1_5	scaposum	0.167736	3.53882	0.00040192	0.0402528	148.881	110.923	79.0564
scopulorum	alpestre-1_5	cardinale	0.0295578	0.550024	0.582303	0.00190505	180.191	55.1506	51.9839
cardinale	alpestre-1_5	stachydeum	0.268214	5.1135	3.1624e-07	0.0382193	110.118	108.556	62.6389
cardinale	alpestre-1_5	trolliifolium	0.215038	4.42632	9.58559e-06	0.0377477	278.816	98.3611	63.5451
cardinale	alpestre-1_5	viridescens	0.267485	5.33739	9.42921e-08	0.0397655	105.611	117.986	68.1875
cardinale	alpestre-1_5	xantholeucum	0.211411	4.46218	8.1131e-06	0.0399813	148.673	106.062	69.0428
carolinianum	alpestre-1_5	distichum-1_5	0.113729	2.39632	0.0165605	0.0193414	142.8	86.6278	68.9358
carolinianum	alpestre-1_5	distichum-2_6	0.0631175	1.3114	0.189724	0.0115061	211.42	81.1176	71.4857
carolinianum	alpestre-1_5	exaltatum	0.0498936	0.931951	0.351362	0.00991019	66.169	87.6412	79.3113
geraniifolium	alpestre-1_5	carolinianum	0.112704	2.07896	0.0376207	0.00785645	137.457	70.3863	56.1276
carolinianum	alpestre-1_5	geyeri	0.111054	2.40627	0.0161165	0.0350373	87.2248	107.098	85.6884
carolinianum	alpestre-1_5	glaucescens	0.199026	4.21599	2.48687e-05	0.0609165	100.237	111.301	74.3516
carolinianum	alpestre-1_5	glaucum-1_2	0.151844	2.81077	0.00494235	0.0352701	82.0807	95.1901	70.0929
carolinianum	alpestre-1_5	glaucum-3_4	0.120583	2.4782	0.0132046	0.0429255	85.7305	98.8433	77.5707
carolinianum	alpestre-1_5	gypsophilum	0.00483797	0.0992891	0.920909	0.000559549	209.102	85.0987	84.2792
alpestre-1_5	carolinianum	hesperium	0.0381127	0.731745	0.464324	0.00399512	140.302	79.9878	74.1146
carolinianum	alpestre-1_5	lineapetalum	0.136438	2.69363	0.00706789	0.019962	183.202	88.803	67.48
carolinianum	alpestre-1_5	multiplex	0.161386	3.46958	0.000521271	0.0299957	157.123	89.6667	64.7466
novomexicanum	alpestre-1_5	carolinianum	0.120857	2.26194	0.0237012	0.00809144	162.308	69.895	54.822
carolinianum	alpestre-1_5	nudicaule	0.0890366	1.6683	0.0952554	0.014361	391.585	69.1198	57.8177
carolinianum	alpestre-1_5	nuttallianum-14	0.0733386	1.43713	0.150681	0.0114933	178.456	72.1606	62.2995
carolinianum	alpestre-1_5	nuttallianum-7_9	0.111043	2.28114	0.0225404	0.0251894	214.942	76.7005	61.3689
carolinianum	alpestre-1_5	occidentale	0.171141	3.63806	0.000274694	0.0536923	99.7786	106.758	75.5564
alpestre-1_5	carolinianum	parryi	0.0217456	0.431534	0.66608	0.00201073	143.652	78.2289	74.899
carolinianum	alpestre-1_5	patens	0.0886561	1.54354	0.122699	0.0131534	571.475	49.0755	41.0825
ramosum-1_5	alpestre-1_5	carolinianum	0.00450023	0.0903899	0.927977	0.000193154	373.895	40.8832	40.5169
ramosum-3	alpestre-1_5	carolinianum	0.0093881	0.162158	0.871181	0.000596502	175.082	57.6788	56.6059
ramosum-4_10	alpestre-1_5	carolinianum	0.043741	0.896941	0.36975	0.0026381	161.172	60.0606	55.0266
sapellonis	alpestre-1_5	carolinianum	0.0345021	0.664939	0.506089	0.00227136	180.977	64.4963	60.1942
carolinianum	alpestre-1_5	scaposum	0.1333	2.67876	0.00738963	0.024528	162.645	80.1775	61.3164
alpestre-1_5	scopulorum	carolinianum	0.0586607	1.17783	0.238865	0.00418177	136.186	68.5543	60.957
carolinianum	alpestre-1_5	stachydeum	0.187241	3.44947	0.000561695	0.0258366	145.33	89.9589	61.5839
carolinianum	alpestre-1_5	trolliifolium	0.0615721	1.17968	0.238126	0.00924212	303.373	71.7483	63.4253
carolinianum	alpestre-1_5	viridescens	0.25536	4.76665	1.87319e-06	0.0313816	123.217	88.5399	52.5191
carolinianum	alpestre-1_5	xantholeucum	0.0844009	1.76049	0.0783243	0.0141766	171.649	83.2234	70.2685
distichum-2_6	distichum-1_5	alpestre-1_5	0.325153	8.48834	2.3e-16	0.111575	213.103	170.713	86.9373
exaltatum	alpestre-1_5	distichum-1_5	0.0764471	1.41172	0.158031	0.00950586	144.255	64.6085	55.4318
geraniifolium	alpestre-1_5	distichum-1_5	0.0328141	0.693702	0.487869	0.00414577	217.329	70.6322	66.144
geyeri	alpestre-1_5	distichum-1_5	0.0178445	0.405728	0.684943	0.00255243	189.45	80.5586	77.7339
glaucescens	alpestre-1_5	distichum-1_5	0.0348969	0.779311	0.435797	0.00542298	177.885	92.5509	86.3092
glaucum-1_2	alpestre-1_5	distichum-1_5	0.0706617	1.45326	0.146152	0.00989093	153.007	79.8765	69.3331
alpestre-1_5	glaucum-3_4	distichum-1_5	0.00816657	0.180982	0.856382	0.0010962	163.108	78.4853	77.2138
gypsophilum	alpestre-1_5	distichum-1_5	0.436821	11.9267	2.3e-16	0.109663	131.306	216.178	84.7336
hesperium	alpestre-1_5	distichum-1_5	0.251334	6.01528	1.79575e-09	0.0523145	119.695	137.344	82.172
lineapetalum	distichum-1_5	alpestre-1_5	0.226112	5.54914	2.87071e-08	0.0724076	219.422	141.533	89.3319
multiplex	distichum-1_5	alpestre-1_5	0.0807004	2.27951	0.022637	0.019222	570.802	94.3792	80.2838
novomexicanum	alpestre-1_5	distichum-1_5	0.0659304	1.36788	0.17135	0.0074281	267.52	67.5302	59.1764
distichum-1_5	alpestre-1_5	nudicaule	0.0364716	0.831482	0.405702	0.00663499	407.561	90.4856	84.1175
nuttallianum-14	distichum-1_5	alpestre-1_5	0.210182	5.07135	3.95008e-07	0.0726213	193.016	130.814	85.3753
nuttallianum-7_9	distichum-1_5	alpestre-1_5	0.326098	8.77265	2.3e-16	0.116431	186.452	165.428	84.0678
alpestre-1_5	occidentale	distichum-1_5	0.031488	0.708425	0.478681	0.00460424	179.714	85.2509	80.046
parryi	alpestre-1_5	distichum-1_5	0.226585	5.44574	5.15906e-08	0.0489732	120.602	135.795	85.6247
alpestre-1_5	distichum-1_5	patens	0.101065	2.15953	0.0308088	0.0163294	637.505	63.9608	52.2191
alpestre-1_5	ramosum-1_5	distichum-1_5	0.0044711	0.103918	0.917234	0.000336044	543.48	44.8537	44.4544
ramosum-3	alpestre-1_5	distichum-1_5	0.0191945	0.362706	0.716824	0.00201688	266.497	56.9885	54.842
ramosum-4_10	alpestre-1_5	distichum-1_5	0.0762187	1.69866	0.0893828	0.00784411	246.008	64.1603	55.0725
sapellonis	alpestre-1_5	distichum-1_5	0.00272567	0.0588645	0.95306	0.00030705	292.498	64.8265	64.4741
alpestre-1_5	distichum-1_5	scaposum	0.118736	3.30541	0.000948383	0.0313048	142.585	130.758	103.002
scopulorum	alpestre-1_5	distichum-1_5	0.0455081	0.983785	0.325221	0.0056665	210.281	66.617	60.8177
stachydeum	alpestre-1_5	distichum-1_5	0.260772	5.51203	3.54715e-08	0.049894	128.113	130.166	76.3203
alpestre-1_5	distichum-1_5	trolliifolium	0.0273984	0.662113	0.507899	0.00526182	293.306	100.087	94.749
distichum-1_5	viridescens	alpestre-1_5	0.083047	1.85787	0.0631877	0.0203759	520.745	84.8867	71.8686
xantholeucum	distichum-1_5	alpestre-1_5	0.201537	5.04481	4.53981e-07	0.0705051	201.697	136.385	90.6326
exaltatum	alpestre-1_5	distichum-2_6	0.0411639	0.76652	0.443367	0.00498742	207.203	54.4944	50.1853
geraniifolium	alpestre-1_5	distichum-2_6	0.128302	2.66444	0.00771174	0.0166866	288.962	73.8799	57.0778
alpestre-1_5	geyeri	distichum-2_6	0.0917717	2.10505	0.0352865	0.0139038	238.081	87.314	72.6352
alpestre-1_5	glaucescens	distichum-2_6	0.141128	3.14537	0.00165876	0.0238891	244.894	101.255	76.2096
glaucum-1_2	alpestre-1_5	distichum-2_6	0.0203937	0.412131	0.680244	0.00286345	213.015	66.7563	64.0879
glaucum-3_4	alpestre-1_5	distichum-2_6	0.0114685	0.251954	0.801077	0.00163574	238.806	76.4053	74.6726
gypsophilum	alpestre-1_5	distichum-2_6	0.418743	11.4396	2.3e-16	0.115384	195.783	212.212	86.9431
hesperium	alpestre-1_5	distichum-2_6	0.235122	5.51922	3.40504e-08	0.0527748	176.873	138.273	85.6286
distichum-2_6	lineapetalum	alpestre-1_5	0.0368927	0.917685	0.358784	0.012423	247.522	125.841	116.886
distichum-2_6	multiplex	alpestre-1_5	0.251866	6.7619	1.36197e-11	0.084992	214.526	165.553	98.937
novomexicanum	alpestre-1_5	distichum-2_6	0.0927475	1.91438	0.0555722	0.0100705	328.949	61.1905	50.8034
alpestre-1_5	distichum-2_6	nudicaule	0.000660284	0.0158256	0.987374	0.000137848	343.789	97.3498	97.2214
distichum-2_6	nuttallianum-14	alpestre-1_5	0.0745477	1.83879	0.0659458	0.0240248	257.411	109.921	94.6693
nuttallianum-7_9	distichum-2_6	alpestre-1_5	0.0523363	1.4174	0.156366	0.0163338	321.904	115.163	103.708
alpestre-1_5	occidentale	distichum-2_6	0.128062	2.91823	0.00352023	0.0213556	240.334	95.4049	73.7435
parryi	alpestre-1_5	distichum-2_6	0.215321	5.04025	4.6493e-07	0.0501824	182.144	135.432	87.4424
alpestre-1_5	distichum-2_6	patens	0.117436	2.72111	0.00650627	0.0245605	574.408	81.1523	64.0951
ramosum-1_5	alpestre-1_5	distichum-2_6	0.0240757	0.549705	0.582522	0.00181932	613.999	42.388	40.3949
alpestre-1_5	ramosum-3	distichum-2_6	0.11561	2.17152	0.0298922	0.0133887	334.692	62.6819	49.6905
ramosum-4_10	alpestre-1_5	distichum-2_6	0.0322099	0.697595	0.485431	0.00346749	324.114	58.5125	54.8607
sapellonis	alpestre-1_5	distichum-2_6	0.0396815	0.834417	0.404046	0.00446931	351.588	62.2266	57.4766
distichum-2_6	alpestre-1_5	scaposum	0.16998	4.27532	1.90865e-05	0.0490623	126.99	157.97	112.069
scopulorum	alpestre-1_5	distichum-2_6	0.0977482	2.07801	0.0377081	0.0120455	277.281	65.8907	54.1563
stachydeum	alpestre-1_5	distichum-2_6	0.164763	3.48447	0.000493119	0.0331129	178.579	114.33	81.9848
alpestre-1_5	distichum-2_6	trolliifolium	0.160409	4.06212	4.86292e-05	0.0385257	239.177	141.805	102.6
distichum-2_6	viridescens	alpestre-1_5	0.322708	7.57215	3.67088e-14	0.113868	174.906	158.347	81.0817
distichum-2_6	xantholeucum	alpestre-1_5	0.0741658	1.85404	0.063733	0.0264803	232.966	128.275	110.562
geraniifolium	alpestre-1_5	exaltatum	0.0939714	1.72732	0.0841095	0.0114809	118.992	62.7248	51.9488
exaltatum	alpestre-1_5	geyeri	0.0120081	0.244777	0.806629	0.00304822	70.2778	81.2778	79.349
exaltatum	alpestre-1_5	glaucescens	0.103051	1.98658	0.0469694	0.0244685	84.4505	78.7648	64.0477
glaucum-1_2	exaltatum	alpestre-1_5	0.0621853	1.02305	0.306282	0.0161299	105.449	63.3568	55.9384
glaucum-3_4	exaltatum	alpestre-1_5	0.0385901	0.723998	0.469067	0.00908538	117.48	60.6953	56.1849
exaltatum	alpestre-1_5	gypsophilum	0.0160495	0.287102	0.774035	0.00121847	206.972	59.3507	57.4757
exaltatum	alpestre-1_5	hesperium	0.105056	1.75901	0.0785756	0.00726797	137.082	61.6788	49.9514
exaltatum	alpestre-1_5	lineapetalum	0.0175139	0.302735	0.762092	0.00168033	176.522	54.3655	52.4939
exaltatum	alpestre-1_5	multiplex	0.07626	1.51689	0.129295	0.0108615	158.624	66.1881	56.8084
novomexicanum	alpestre-1_5	exaltatum	0.153895	2.75928	0.00579282	0.0154545	141.434	55.3234	40.5664
exaltatum	alpestre-1_5	nudicaule	0.0526117	0.858212	0.390775	0.00588317	397.24	48.4201	43.5799
exaltatum	alpestre-1_5	nuttallianum-14	0.00190528	0.0332472	0.973477	0.000211089	170.661	48.3863	48.2023
exaltatum	alpestre-1_5	nuttallianum-7_9	0.0764812	1.4063	0.159635	0.0118795	213.681	52.7328	45.2397
exaltatum	alpestre-1_5	occidentale	0.100723	1.99532	0.0460079	0.0249779	78.5479	80.0739	65.4194
exaltatum	alpestre-1_5	parryi	0.0831091	1.4094	0.158717	0.00525763	141.237	59.7543	50.5842
exaltatum	alpestre-1_5	patens	0.0569974	0.843195	0.39912	0.00554623	594.609	31.7127	28.2925
alpestre-1_5	ramosum-1_5	exaltatum	0.00753342	0.147975	0.882362	0.000568375	379.993	36.8022	36.2519
alpestre-1_5	ramosum-3	exaltatum	0.067503	1.12038	0.262551	0.00657063	153.317	47.4974	41.4905
ramosum-4_10	alpestre-1_5	exaltatum	0.049293	0.987598	0.323349	0.0052228	138.308	53.5645	48.5319
alpestre-1_5	sapellonis	exaltatum	0.0377903	0.715819	0.474103	0.00407367	150.85	53.8748	49.9512
exaltatum	alpestre-1_5	scaposum	0.106584	1.93375	0.0531437	0.0146148	166.364	59.7253	48.2201
scopulorum	alpestre-1_5	exaltatum	0.0110414	0.209295	0.834218	0.00139422	118.012	58.661	57.3798
exaltatum	alpestre-1_5	stachydeum	0.102891	1.65623	0.097676	0.0089822	135.797	57.0752	46.4259
exaltatum	alpestre-1_5	trolliifolium	0.0566798	0.997002	0.318763	0.0060009	308.83	52.3686	46.7506
exaltatum	alpestre-1_5	viridescens	0.095696	1.57209	0.115931	0.00832023	121.717	56.1753	46.3628
exaltatum	alpestre-1_5	xantholeucum	0.0990736	1.76758	0.0771318	0.0108399	177.237	57.0564	46.77
geraniifolium	alpestre-1_5	geyeri	0.167249	3.67407	0.000238716	0.0366906	139.335	96.429	68.7954
geraniifolium	alpestre-1_5	glaucescens	0.204245	4.35903	1.30642e-05	0.0472832	147.578	100.561	66.4499
geraniifolium	alpestre-1_5	glaucum-1_2	0.065471	1.23965	0.215105	0.0106933	140.145	71.1278	62.3865
geraniifolium	alpestre-1_5	glaucum-3_4	0.0602244	1.27758	0.201397	0.0154177	144.753	76.3934	67.7146
geraniifolium	alpestre-1_5	gypsophilum	0.0137666	0.277155	0.781661	0.00097309	292.657	62.5807	60.8811
geraniifolium	alpestre-1_5	hesperium	0.0560891	1.06163	0.288404	0.00387864	210.182	65.8681	58.8715
geraniifolium	alpestre-1_5	lineapetalum	0.0168235	0.33592	0.736931	0.00172524	258.55	66.684	64.4774
geraniifolium	alpestre-1_5	multiplex	0.163001	3.67952	0.000233673	0.0219687	236.642	78.6176	56.5802
geraniifolium	novomexicanum	alpestre-1_5	0.204448	4.65336	3.26567e-06	0.084428	98.4149	125.72	83.0399
geraniifolium	alpestre-1_5	nudicaule	0.0580425	1.0861	0.277436	0.00612961	507.192	53.0564	47.2352
geraniifolium	alpestre-1_5	nuttallianum-14	0.132923	2.55984	0.010472	0.013681	245.145	57.8051	44.2409
geraniifolium	alpestre-1_5	nuttallianum-7_9	0.125032	2.55682	0.0105633	0.019721	279.281	64.8368	50.4253
geraniifolium	alpestre-1_5	occidentale	0.102672	2.23085	0.0256908	0.0228624	145.021	84.6597	68.8941
alpestre-1_5	geraniifolium	parryi	0.0243277	0.469689	0.638578	0.00144517	203.284	58.5894	55.8064
geraniifolium	alpestre-1_5	patens	0.126017	2.0979	0.0359139	0.0125482	756.637	39.3021	30.5052
alpestre-1_5	ramosum-1_5	geraniifolium	0.0537311	1.34628	0.178212	0.00747628	392.76	63.0044	56.5791
geraniifolium	ramosum-3	alpestre-1_5	0.299312	6.70307	2.04081e-11	0.131521	89.0612	136.99	73.8754
geraniifolium	alpestre-1_5	ramosum-4_10	0.109513	2.7268	0.00639518	0.0527734	84.195	119.367	95.8033
geraniifolium	sapellonis	alpestre-1_5	0.294369	7.18593	6.6749e-13	0.121261	107.356	136.627	74.4826
alpestre-1_5	geraniifolium	scaposum	0.00246623	0.0488164	0.961066	0.000311259	234.397	55.7496	55.4753
geraniifolium	scopulorum	alpestre-1_5	0.068781	1.4972	0.134342	0.0148398	458.344	54.8852	47.821
geraniifolium	alpestre-1_5	stachydeum	0.0933257	1.71057	0.0871611	0.00829066	197.638	64.7283	53.678
geraniifolium	alpestre-1_5	trolliifolium	0.163609	3.10925	0.00187562	0.0164889	388.355	60.4718	43.4666
geraniifolium	alpestre-1_5	viridescens	0.0530519	1.00857	0.313181	0.00482662	191.365	66.0443	59.3898
geraniifolium	alpestre-1_5	xantholeucum	0.104872	2.10635	0.0351739	0.0116249	244.446	61.6669	49.9603
glaucescens	geyeri	alpestre-1_5	0.108337	2.52062	0.0117147	0.0372225	147.138	115.235	92.7072
glaucum-1_2	alpestre-1_5	geyeri	0.196159	4.09324	4.25381e-05	0.0477378	80.7995	109.275	73.4349
glaucum-3_4	alpestre-1_5	geyeri	0.0306294	0.729213	0.465871	0.0081278	85.9983	106.67	100.33
geyeri	alpestre-1_5	gypsophilum	0.0969648	2.15211	0.0313887	0.00759756	269.233	76.2941	62.8063
geyeri	alpestre-1_5	hesperium	0.0748528	1.55793	0.11925	0.00569745	185.958	76.9582	66.2394
alpestre-1_5	geyeri	lineapetalum	0.042435	0.919544	0.357811	0.00482203	224.689	77.5135	71.2027
geyeri	alpestre-1_5	multiplex	0.032375	0.780212	0.435266	0.00519675	204.677	83.4505	78.2165
novomexicanum	alpestre-1_5	geyeri	0.189962	4.21352	2.51425e-05	0.0360913	174.385	87.9384	59.862
geyeri	alpestre-1_5	nudicaule	0.0361743	0.730307	0.465203	0.00400168	484.036	56.5668	52.6172
alpestre-1_5	geyeri	nuttallianum-14	0.0471825	0.981771	0.326213	0.00576717	200.574	63.4041	57.6905
alpestre-1_5	geyeri	nuttallianum-7_9	0.0164024	0.370519	0.710996	0.00303395	242.804	67.9914	65.797
occidentale	geyeri	alpestre-1_5	0.070797	1.64348	0.100284	0.0244634	138.601	109.695	95.1897
geyeri	alpestre-1_5	parryi	0.0598137	1.2325	0.217762	0.00393171	186.746	69.6593	61.7964
geyeri	alpestre-1_5	patens	0.0915271	1.69834	0.0894435	0.0101751	739.316	43.4171	36.1359
ramosum-1_5	alpestre-1_5	geyeri	0.0778806	1.93817	0.052602	0.0110974	448.939	61.5239	52.6332
alpestre-1_5	ramosum-3	geyeri	0.125321	2.72945	0.00634399	0.0292687	179.99	94.7135	73.6181
ramosum-4_10	alpestre-1_5	geyeri	0.0532777	1.29151	0.196525	0.0106632	166.125	82.3698	74.0368
sapellonis	alpestre-1_5	geyeri	0.087679	2.01733	0.0436606	0.017299	186.745	83.6708	70.1812
alpestre-1_5	geyeri	scaposum	0.0216988	0.473742	0.635684	0.00306968	208.341	65.7234	62.9317
scopulorum	alpestre-1_5	geyeri	0.0806923	1.83986	0.0657887	0.0167102	129.006	82.112	69.8498
geyeri	alpestre-1_5	stachydeum	0.125862	2.49253	0.0126837	0.0127041	174.545	76.4457	59.3537
geyeri	alpestre-1_5	trolliifolium	0.0253432	0.537104	0.591196	0.00297479	361.218	62.7595	59.6571
alpestre-1_5	geyeri	viridescens	0.0126949	0.255787	0.798115	0.00137366	168.496	76.6558	74.7339
alpestre-1_5	geyeri	xantholeucum	0.0813652	1.77944	0.0751675	0.0104867	207.387	72.9811	61.9985
glaucum-1_2	alpestre-1_5	glaucescens	0.0649118	1.35427	0.175651	0.0172603	92.066	93.7622	82.3316
alpestre-1_5	glaucum-3_4	glaucescens	0.117253	3.15398	0.00161059	0.0398446	99.1345	137.957	109.001
glaucescens	alpestre-1_5	gypsophilum	0.141387	3.04695	0.00231177	0.012024	260.397	86.7687	65.2721
glaucescens	alpestre-1_5	hesperium	0.173404	3.49505	0.000473975	0.0141194	169.944	90.1016	63.4714
alpestre-1_5	glaucescens	lineapetalum	0.0282562	0.610889	0.541273	0.0034024	216.061	79.9831	75.5872
glaucescens	alpestre-1_5	multiplex	0.0434463	1.04905	0.294156	0.0077596	197.939	95.6027	87.6414
novomexicanum	alpestre-1_5	glaucescens	0.141893	2.9924	0.00276797	0.0291194	195.201	84.7441	63.6834
alpestre-1_5	glaucescens	nudicaule	0.0408369	0.798235	0.424734	0.00494879	469.168	61.0642	56.2726
glaucescens	alpestre-1_5	nuttallianum-14	0.0215874	0.440715	0.65942	0.00299051	203.521	71.3958	68.3785
alpestre-1_5	glaucescens	nuttallianum-7_9	0.0794626	1.76234	0.0780119	0.014473	242.809	73.0051	62.2568
glaucescens	occidentale	alpestre-1_5	0.00483305	0.110378	0.912109	0.00125578	375.637	79.0486	78.2882
glaucescens	alpestre-1_5	parryi	0.0906286	1.82181	0.0684831	0.0067837	172.046	81.9193	68.3047
alpestre-1_5	glaucescens	patens	0.0319917	0.584333	0.558996	0.00393185	707.549	45.0269	42.2352
alpestre-1_5	ramosum-1_5	glaucescens	0.0785183	1.85905	0.0630197	0.0109024	461.139	55.3251	47.2695
ramosum-3	alpestre-1_5	glaucescens	0.00145922	0.0289275	0.976922	0.000324214	201.31	73.8724	73.6571
ramosum-4_10	alpestre-1_5	glaucescens	0.0980931	2.1781	0.0293985	0.018331	172.145	73.6828	60.5186
sapellonis	alpestre-1_5	glaucescens	0.0894782	1.93341	0.0531854	0.0181769	215.127	81.7012	68.281
glaucescens	alpestre-1_5	scaposum	0.0617659	1.32845	0.18403	0.00908355	195.218	73.3567	64.8219
scopulorum	alpestre-1_5	glaucescens	0.165589	3.5599	0.000371003	0.0333733	145.654	80.0326	57.293
glaucescens	alpestre-1_5	stachydeum	0.0616663	1.18576	0.235715	0.0070614	170.318	82.0764	72.5417
glaucescens	alpestre-1_5	trolliifolium	0.0981188	1.97374	0.048411	0.01199	348.034	71.0169	58.326
glaucescens	alpestre-1_5	viridescens	0.00330639	0.066093	0.947304	0.000380161	152.734	81.1293	80.5946
glaucescens	alpestre-1_5	xantholeucum	0.0422053	0.891249	0.372796	0.00586636	201.496	75.796	69.6571
glaucum-1_2	glaucum-3_4	alpestre-1_5	0.0459367	0.929127	0.352823	0.0115088	155.951	74.553	68.0043
glaucum-1_2	alpestre-1_5	gypsophilum	0.0750563	1.46	0.144291	0.00607592	217.016	73.2951	63.0608
alpestre-1_5	glaucum-1_2	hesperium	0.002183	0.0397062	0.968327	0.000166724	148.984	66.1528	65.8646
alpestre-1_5	glaucum-1_2	lineapetalum	0.0812123	1.54681	0.121908	0.00880203	183.16	70.8546	60.2105
glaucum-1_2	alpestre-1_5	multiplex	0.0541546	1.15181	0.249401	0.00899024	166.003	83.547	74.963
novomexicanum	alpestre-1_5	glaucum-1_2	0.0561277	1.07217	0.283642	0.00780083	164.699	60.1573	53.7632
alpestre-1_5	glaucum-1_2	nudicaule	0.0703862	1.26018	0.207605	0.00868213	416.934	59.628	51.786
glaucum-1_2	alpestre-1_5	nuttallianum-14	0.0133244	0.239305	0.810869	0.00149926	178.939	52.4826	51.1024
glaucum-1_2	alpestre-1_5	nuttallianum-7_9	0.028085	0.549446	0.582699	0.0046114	217.77	55.8307	52.7804
glaucum-1_2	alpestre-1_5	occidentale	0.118599	2.54095	0.0110553	0.0327368	87.5747	101.146	79.698
glaucum-1_2	alpestre-1_5	parryi	0.0776317	1.41357	0.157488	0.00545012	153.73	70.1658	60.0564
